         4296612 function calls in 10.217 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     9801    7.499    0.001    7.499    0.001 {built-in method time.sleep}
   300761    0.719    0.000    0.719    0.000 {built-in method select.select}
   300305    0.337    0.000    1.327    0.000 /usr/lib/python3/dist-packages/serial/serialposix.py:553(read)
      912    0.267    0.000    0.271    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/dynamixel_X_chain.py:246(get_val)
      912    0.208    0.000    2.080    0.002 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/protocol2_packet_handler.py:249(rxPacket)
   298937    0.135    0.000    0.209    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/port_handler.py:100(getCurrentTime)
   300305    0.119    0.000    1.446    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/port_handler.py:76(readPort)
   300761    0.118    0.000    0.157    0.000 /usr/lib/python3/dist-packages/serial/serialutil.py:127(__init__)
      456    0.115    0.000    0.115    0.000 {built-in method termios.tcdrain}
      456    0.105    0.000    2.659    0.006 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/dynamixel_X_chain.py:236(sync_read)
   298481    0.083    0.000    0.291    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/port_handler.py:103(getTimeSinceStart)
     2774    0.078    0.000    0.078    0.000 {built-in method posix.read}
   298481    0.073    0.000    0.364    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/port_handler.py:93(isPacketTimeout)
   606118    0.047    0.000    0.047    0.000 {built-in method builtins.len}
      456    0.045    0.000    0.045    0.000 {built-in method posix.write}
   298937    0.041    0.000    0.041    0.000 {built-in method builtins.round}
   300305    0.039    0.000    0.039    0.000 {built-in method time.monotonic}
   309684    0.038    0.000    0.038    0.000 {built-in method time.time}
   301217    0.031    0.000    0.031    0.000 {method 'extend' of 'list' objects}
   303535    0.028    0.000    0.028    0.000 /usr/lib/python3/dist-packages/serial/serialutil.py:141(time_left)
      153    0.025    0.000    7.529    0.049 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/hello_utils.py:278(wait_until_ready_to_run)
     1368    0.006    0.000    0.006    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/protocol2_packet_handler.py:108(updateCRC)
      154    0.003    0.000    0.006    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/numpy/core/_methods.py:196(_var)
      456    0.003    0.000    0.066    0.000 /usr/lib/python3/dist-packages/serial/serialposix.py:612(write)
     8612    0.003    0.000    0.003    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/robotis_def.py:54(DXL_MAKEWORD)
      610    0.002    0.000    0.002    0.000 {method 'reduce' of 'numpy.ufunc' objects}
      610    0.002    0.000    0.002    0.000 {built-in method numpy.asanyarray}
      912    0.002    0.000    0.003    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/protocol2_packet_handler.py:190(removeStuffing)
      456    0.002    0.000    0.003    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/protocol2_packet_handler.py:154(addStuffing)
      456    0.002    0.000    0.190    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/protocol2_packet_handler.py:212(txPacket)
      456    0.002    0.000    0.194    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/protocol2_packet_handler.py:710(syncReadTx)
      456    0.002    0.000    2.084    0.005 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/group_sync_read.py:90(rxPacket)
      152    0.002    0.000    2.663    0.018 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/dynamixel_X_chain.py:146(pull_status)
      456    0.002    0.000    0.002    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/numpy/core/_methods.py:66(_count_reduce_items)
      304    0.002    0.000    0.003    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/dynamixel_hello_XL430.py:260(pull_status)
      912    0.002    0.000    2.082    0.002 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/protocol2_packet_handler.py:528(readRx)
      152    0.002    0.000    0.021    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/hello_utils.py:208(mark_loop_start)
      302    0.001    0.000    0.007    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/numpy/core/_methods.py:163(_mean)
       34    0.001    0.000    0.001    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
      456    0.001    0.000    0.197    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/group_sync_read.py:80(txPacket)
     3230    0.001    0.000    0.002    0.000 /usr/lib/python3/dist-packages/serial/serialutil.py:137(expired)
      302    0.001    0.000    0.008    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/numpy/core/fromnumeric.py:3313(mean)
      912    0.001    0.000    0.003    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/group_sync_read.py:130(getData)
      456    0.001    0.000    0.002    0.000 /usr/lib/python3/dist-packages/serial/serialutil.py:56(to_bytes)
        1    0.001    0.001   10.217   10.217 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/robot.py:50(run)
