         1031008 function calls in 10.005 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    16350    7.776    0.000    7.776    0.000 {built-in method time.sleep}
     6964    1.149    0.000    1.149    0.000 {method 'poll' of 'select.epoll' objects}
     5732    0.335    0.000    0.335    0.000 {method 'recv' of '_socket.socket' objects}
     3952    0.090    0.000    0.090    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/cobbs_framing.py:42(_calc_crc)
     6964    0.038    0.000    3.104    0.000 /usr/lib/python3.10/asyncio/base_events.py:1832(_run_once)
     9516    0.035    0.000    0.035    0.000 {built-in method fcntl.ioctl}
     3952    0.030    0.000    1.223    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/transport.py:467(receiveFramedData)
     1976    0.024    0.000    0.025    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/cobbs_framing.py:86(_decode)
      247    0.023    0.000    6.836    0.028 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/hello_utils.py:278(wait_until_ready_to_run)
     6964    0.016    0.000    1.169    0.000 /usr/lib/python3.10/selectors.py:452(select)
     5434    0.016    0.000    0.060    0.000 /usr/lib/python3.10/concurrent/futures/thread.py:161(submit)
    21661    0.014    0.000    1.869    0.000 {method 'run' of '_contextvars.Context' objects}
     5434    0.013    0.000    0.041    0.000 /usr/lib/python3.10/asyncio/futures.py:363(_chain_future)
    21661    0.012    0.000    1.882    0.000 /usr/lib/python3.10/asyncio/events.py:78(_run)
     5434    0.012    0.000    0.079    0.000 /usr/lib/python3.10/asyncio/futures.py:343(_copy_future_state)
     5434    0.012    0.000    1.355    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/transport.py:517(do_pull_transaction_v1)
    13591    0.011    0.000    0.023    0.000 /usr/lib/python3.10/asyncio/base_events.py:772(_call_soon)
      988    0.010    0.000    0.020    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/stepper.py:1195(unpack_status)
    34333    0.010    0.000    0.018    0.000 /usr/lib/python3.10/asyncio/base_futures.py:14(isfuture)
    32621    0.010    0.000    0.015    0.000 /usr/lib/python3.10/threading.py:264(__enter__)
     5452    0.009    0.000    0.012    0.000 /usr/lib/python3.10/threading.py:236(__init__)
    32621    0.009    0.000    0.013    0.000 /usr/lib/python3.10/threading.py:267(__exit__)
     5434    0.009    0.000    0.130    0.000 /usr/lib/python3.10/asyncio/base_events.py:807(run_in_executor)
    13591    0.009    0.000    0.010    0.000 /usr/lib/python3.10/asyncio/events.py:31(__init__)
    35707    0.009    0.000    0.009    0.000 {built-in method builtins.hasattr}
    13585    0.008    0.000    0.033    0.000 /usr/lib/python3.10/asyncio/base_events.py:743(call_soon)
     5434    0.008    0.000    0.059    0.000 /usr/lib/python3.10/asyncio/futures.py:407(wrap_future)
   110326    0.007    0.000    0.007    0.000 {method 'append' of 'list' objects}
    21827    0.007    0.000    0.007    0.000 {built-in method time.time}
     9516    0.006    0.000    0.043    0.000 /usr/lib/python3/dist-packages/serial/serialposix.py:545(in_waiting)
     5434    0.006    0.000    0.012    0.000 /usr/lib/python3.10/threading.py:428(acquire)
     5434    0.006    0.000    0.014    0.000 /usr/lib/python3.10/concurrent/futures/_base.py:410(add_done_callback)
     5681    0.006    0.000    0.032    0.000 {method 'set_result' of '_asyncio.Future' objects}
     2642    0.006    0.000    0.343    0.000 /usr/lib/python3.10/asyncio/selector_events.py:112(_read_from_self)
     6916    0.006    0.000    1.403    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/transport.py:870(do_pull_rpc_async)
    31499    0.006    0.000    0.006    0.000 {built-in method _struct.unpack}
      250    0.005    0.000    0.009    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/numpy/core/_methods.py:196(_var)
     3952    0.005    0.000    0.060    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/aioserial/aioserial.py:91(read_async)
     3952    0.005    0.000    0.057    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/aioserial/aioserial.py:139(write_async)
     5434    0.005    0.000    0.017    0.000 /usr/lib/python3.10/concurrent/futures/_base.py:330(__init__)
     5434    0.005    0.000    0.010    0.000 /usr/lib/python3.10/concurrent/futures/_base.py:430(result)
     1976    0.005    0.000    0.005    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/cobbs_framing.py:55(_encode)
     5434    0.005    0.000    0.011    0.000 /usr/lib/python3.10/concurrent/futures/_base.py:395(done)
     6964    0.005    0.000    0.007    0.000 /usr/lib/python3.10/asyncio/selector_events.py:600(_process_events)
     5434    0.005    0.000    0.005    0.000 {method 'put' of '_queue.SimpleQueue' objects}
    27170    0.004    0.000    0.004    0.000 {method '__enter__' of '_thread.RLock' objects}
    13091    0.004    0.000    0.006    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/transport.py:979(unpack_float_t)
     3952    0.004    0.000    0.077    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/transport.py:462(sendFramedData)
      992    0.004    0.000    0.004    0.000 {built-in method numpy.asanyarray}
     5434    0.004    0.000    0.005    0.000 /usr/lib/python3.10/asyncio/base_events.py:427(create_future)
      247    0.004    0.000    3.110    0.013 /usr/lib/python3.10/asyncio/base_events.py:589(run_forever)
     5434    0.004    0.000    0.008    0.000 /usr/lib/python3.10/concurrent/futures/_base.py:465(exception)
