         7062015 function calls in 10.446 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     9072    6.458    0.001    6.458    0.001 {built-in method time.sleep}
   495652    1.134    0.000    1.134    0.000 {built-in method select.select}
   495187    0.543    0.000    2.151    0.000 /usr/lib/python3/dist-packages/serial/serialposix.py:553(read)
     1860    0.338    0.000    3.368    0.002 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/protocol2_packet_handler.py:249(rxPacket)
     1860    0.244    0.000    0.251    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/dynamixel_X_chain.py:246(get_val)
   491932    0.218    0.000    0.335    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/port_handler.py:100(getCurrentTime)
   495187    0.191    0.000    2.342    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/port_handler.py:76(readPort)
   495652    0.191    0.000    0.252    0.000 /usr/lib/python3/dist-packages/serial/serialutil.py:127(__init__)
      465    0.152    0.000    0.152    0.000 {built-in method termios.tcdrain}
     5665    0.148    0.000    0.148    0.000 {built-in method posix.read}
   491467    0.133    0.000    0.468    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/port_handler.py:103(getTimeSinceStart)
   491467    0.118    0.000    0.586    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/port_handler.py:93(isPacketTimeout)
   998827    0.075    0.000    0.075    0.000 {built-in method builtins.len}
      465    0.067    0.000    3.925    0.008 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/dynamixel_X_chain.py:236(sync_read)
   491932    0.065    0.000    0.065    0.000 {built-in method builtins.round}
   495187    0.061    0.000    0.061    0.000 {built-in method time.monotonic}
   502278    0.058    0.000    0.058    0.000 {built-in method time.time}
   497047    0.049    0.000    0.049    0.000 {method 'extend' of 'list' objects}
   501317    0.046    0.000    0.046    0.000 /usr/lib/python3/dist-packages/serial/serialutil.py:141(time_left)
