         131759 function calls in 17.996 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    21337   17.699    0.001   17.699    0.001 {built-in method time.sleep}
      602    0.109    0.000    0.109    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
      269    0.060    0.000   17.771    0.066 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/hello_utils.py:278(wait_until_ready_to_run)
    23988    0.013    0.000    0.013    0.000 {built-in method time.time}
      272    0.007    0.000    0.011    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/numpy/core/_methods.py:196(_var)
      602    0.006    0.000    0.013    0.000 /usr/lib/python3.10/logging/__init__.py:283(__init__)
     1078    0.005    0.000    0.005    0.000 {built-in method numpy.asanyarray}
     1078    0.005    0.000    0.005    0.000 {method 'reduce' of 'numpy.ufunc' objects}
     1608    0.005    0.000    0.092    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/dynamixel_hello_XL430.py:486(step_sentry)
      806    0.003    0.000    0.004    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/numpy/core/_methods.py:66(_count_reduce_items)
      534    0.003    0.000    0.013    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/numpy/core/_methods.py:163(_mean)
      268    0.003    0.000    0.045    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/hello_utils.py:208(mark_loop_start)
     1246    0.003    0.000    0.004    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/dynamixel_hello_XL430.py:522(_update_safety_vel_brake_zone)
     1072    0.003    0.000    0.004    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/stepper.py:290(step_sentry)
     1608    0.002    0.000    0.004    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/dynamixel_hello_XL430.py:539(get_dist_to_limits)
