         2985182 function calls in 4.543 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     4055    2.755    0.001    2.755    0.001 {built-in method time.sleep}
   209445    0.528    0.000    0.528    0.000 {built-in method select.select}
   209244    0.223    0.000    0.969    0.000 /usr/lib/python3/dist-packages/serial/serialposix.py:553(read)
      804    0.140    0.000    1.473    0.002 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/protocol2_packet_handler.py:249(rxPacket)
      804    0.123    0.000    0.126    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/dynamixel_X_chain.py:246(get_val)
   207837    0.088    0.000    0.136    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/port_handler.py:100(getCurrentTime)
      201    0.086    0.000    0.086    0.000 {built-in method termios.tcdrain}
   209445    0.080    0.000    0.106    0.000 /usr/lib/python3/dist-packages/serial/serialutil.py:127(__init__)
     2412    0.079    0.000    0.079    0.000 {built-in method posix.read}
   209244    0.078    0.000    1.048    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/port_handler.py:76(readPort)
   207636    0.058    0.000    0.193    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/port_handler.py:103(getTimeSinceStart)
   207636    0.049    0.000    0.243    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/port_handler.py:93(isPacketTimeout)
      201    0.039    0.000    1.761    0.009 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/dynamixel_X_chain.py:236(sync_read)
   422104    0.031    0.000    0.031    0.000 {built-in method builtins.len}
   207837    0.027    0.000    0.027    0.000 {built-in method builtins.round}
   209244    0.026    0.000    0.026    0.000 {built-in method time.monotonic}
   212440    0.024    0.000    0.024    0.000 {built-in method time.time}
      201    0.021    0.000    0.021    0.000 {built-in method posix.write}
   210048    0.020    0.000    0.020    0.000 {method 'extend' of 'list' objects}
   211857    0.019    0.000    0.019    0.000 /usr/lib/python3/dist-packages/serial/serialutil.py:141(time_left)
       68    0.012    0.000    2.769    0.041 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/hello_utils.py:278(wait_until_ready_to_run)
     1005    0.004    0.000    0.004    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/protocol2_packet_handler.py:108(updateCRC)
     7190    0.002    0.000    0.002    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/robotis_def.py:54(DXL_MAKEWORD)
      804    0.002    0.000    0.003    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/protocol2_packet_handler.py:190(removeStuffing)
       67    0.002    0.000    0.002    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/numpy/core/_methods.py:196(_var)
      201    0.001    0.000    0.026    0.000 /usr/lib/python3/dist-packages/serial/serialposix.py:612(write)
      804    0.001    0.000    1.475    0.002 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/protocol2_packet_handler.py:528(readRx)
      201    0.001    0.000    1.476    0.007 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/group_sync_read.py:90(rxPacket)
