         1689565 function calls in 4.383 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     4385    3.159    0.001    3.159    0.001 {built-in method time.sleep}
   118051    0.334    0.000    0.334    0.000 {built-in method select.select}
   117856    0.134    0.000    0.592    0.000 /usr/lib/python3/dist-packages/serial/serialposix.py:553(read)
      390    0.122    0.000    0.123    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/dynamixel_X_chain.py:246(get_val)
      390    0.082    0.000    0.890    0.002 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/protocol2_packet_handler.py:249(rxPacket)
      195    0.067    0.000    0.067    0.000 {built-in method termios.tcdrain}
      195    0.060    0.000    1.199    0.006 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/dynamixel_X_chain.py:236(sync_read)
     1175    0.053    0.000    0.053    0.000 {built-in method posix.read}
   117271    0.053    0.000    0.081    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/port_handler.py:100(getCurrentTime)
   117856    0.048    0.000    0.640    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/port_handler.py:76(readPort)
   118051    0.046    0.000    0.061    0.000 /usr/lib/python3/dist-packages/serial/serialutil.py:127(__init__)
      195    0.035    0.000    0.035    0.000 {built-in method posix.write}
   117076    0.034    0.000    0.115    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/port_handler.py:103(getTimeSinceStart)
   117076    0.029    0.000    0.143    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/port_handler.py:93(isPacketTimeout)
   238055    0.018    0.000    0.018    0.000 {built-in method builtins.len}
   117271    0.016    0.000    0.016    0.000 {built-in method builtins.round}
   122058    0.015    0.000    0.015    0.000 {built-in method time.time}
   117856    0.015    0.000    0.015    0.000 {built-in method time.monotonic}
   118246    0.012    0.000    0.012    0.000 {method 'extend' of 'list' objects}
       66    0.011    0.000    3.173    0.048 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/hello_utils.py:278(wait_until_ready_to_run)
   119226    0.011    0.000    0.011    0.000 /usr/lib/python3/dist-packages/serial/serialutil.py:141(time_left)
      585    0.003    0.000    0.003    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/protocol2_packet_handler.py:108(updateCRC)
       65    0.002    0.000    0.002    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/numpy/core/_methods.py:196(_var)
      195    0.001    0.000    0.049    0.000 /usr/lib/python3/dist-packages/serial/serialposix.py:612(write)
     3682    0.001    0.000    0.001    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/robotis_def.py:54(DXL_MAKEWORD)
      258    0.001    0.000    0.001    0.000 {method 'reduce' of 'numpy.ufunc' objects}
      195    0.001    0.000    0.001    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/protocol2_packet_handler.py:154(addStuffing)
      390    0.001    0.000    0.001    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/protocol2_packet_handler.py:190(removeStuffing)
      195    0.001    0.000    0.120    0.001 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/protocol2_packet_handler.py:212(txPacket)
       12    0.001    0.000    0.001    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
      195    0.001    0.000    0.892    0.005 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/group_sync_read.py:90(rxPacket)
      195    0.001    0.000    0.121    0.001 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/protocol2_packet_handler.py:710(syncReadTx)
       65    0.001    0.000    1.201    0.018 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/dynamixel_X_chain.py:146(pull_status)
      193    0.001    0.000    0.001    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/numpy/core/_methods.py:66(_count_reduce_items)
      390    0.001    0.000    0.891    0.002 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/protocol2_packet_handler.py:528(readRx)
      258    0.001    0.000    0.001    0.000 {built-in method numpy.asanyarray}
      128    0.001    0.000    0.003    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/numpy/core/_methods.py:163(_mean)
      130    0.001    0.000    0.001    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/dynamixel_hello_XL430.py:260(pull_status)
       65    0.001    0.000    0.009    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/hello_utils.py:208(mark_loop_start)
      195    0.001    0.000    0.122    0.001 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/group_sync_read.py:80(txPacket)
      390    0.001    0.000    0.001    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/group_sync_read.py:130(getData)
      128    0.001    0.000    0.003    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/numpy/core/fromnumeric.py:3313(mean)
      195    0.001    0.000    0.001    0.000 /usr/lib/python3/dist-packages/serial/serialutil.py:56(to_bytes)
     1370    0.001    0.000    0.001    0.000 /usr/lib/python3/dist-packages/serial/serialutil.py:137(expired)
       65    0.001    0.000    1.210    0.019 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/perf_timer.py:54(wrapper)
      195    0.000    0.000    0.124    0.001 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/dynamixel_X_chain.py:272(<listcomp>)
        1    0.000    0.000    4.383    4.383 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/robot.py:50(run)
     1927    0.000    0.000    0.000    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/robotis_def.py:74(DXL_HIBYTE)
      390    0.000    0.000    0.000    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/group_sync_read.py:121(isAvailable)
