         37536 function calls in 4.714 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     5941    4.623    0.001    4.623    0.001 {built-in method time.sleep}
      202    0.039    0.000    0.039    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
       71    0.016    0.000    4.643    0.065 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/hello_utils.py:278(wait_until_ready_to_run)
     6608    0.003    0.000    0.003    0.000 {built-in method time.time}
      202    0.002    0.000    0.004    0.000 /usr/lib/python3.10/logging/__init__.py:283(__init__)
       70    0.002    0.000    0.003    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/numpy/core/_methods.py:196(_var)
      420    0.001    0.000    0.030    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/dynamixel_hello_XL430.py:486(step_sentry)
      278    0.001    0.000    0.001    0.000 {method 'reduce' of 'numpy.ufunc' objects}
      278    0.001    0.000    0.001    0.000 {built-in method numpy.asanyarray}
      208    0.001    0.000    0.001    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/numpy/core/_methods.py:66(_count_reduce_items)
      138    0.001    0.000    0.003    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/numpy/core/_methods.py:163(_mean)
       70    0.001    0.000    0.010    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/hello_utils.py:208(mark_loop_start)
      280    0.001    0.000    0.001    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/stepper.py:290(step_sentry)
      202    0.001    0.000    0.001    0.000 /usr/lib/python3.10/logging/__init__.py:1549(findCaller)
      420    0.001    0.000    0.001    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/dynamixel_hello_XL430.py:539(get_dist_to_limits)
      138    0.001    0.000    0.004    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/numpy/core/fromnumeric.py:3313(mean)
      202    0.001    0.000    0.045    0.000 /usr/lib/python3.10/logging/__init__.py:1680(callHandlers)
      202    0.001    0.000    0.001    0.000 /usr/lib/python3.10/logging/__init__.py:431(_format)
       70    0.001    0.000    0.070    0.001 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/perf_timer.py:54(wrapper)
      202    0.001    0.000    0.001    0.000 {built-in method time.localtime}
      257    0.001    0.000    0.001    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/dynamixel_hello_XL430.py:522(_update_safety_vel_brake_zone)
      202    0.000    0.000    0.000    0.000 {built-in method time.strftime}
      202    0.000    0.000    0.003    0.000 /usr/lib/python3.10/logging/__init__.py:665(format)
      140    0.000    0.000    0.023    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/prismatic_joint.py:621(step_sentry)
      140    0.000    0.000    0.031    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/dynamixel_X_chain.py:276(step_sentry)
      202    0.000    0.000    0.052    0.000 /usr/lib/python3.10/logging/__init__.py:1455(debug)
      202    0.000    0.000    0.051    0.000 /usr/lib/python3.10/logging/__init__.py:1600(_log)
       35    0.000    0.000    0.000    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/robot_monitor.py:101(monitor_dynamixel_flags)
       70    0.000    0.000    0.069    0.001 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/robot.py:157(step)
      140    0.000    0.000    0.001    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/prismatic_joint.py:635(_update_safety_vel_brake_zone)
        1    0.000    0.000    4.714    4.714 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/robot.py:176(run)
      202    0.000    0.000    0.040    0.000 /usr/lib/python3.10/logging/__init__.py:1077(flush)
      202    0.000    0.000    0.044    0.000 /usr/lib/python3.10/logging/__init__.py:1088(emit)
      202    0.000    0.000    0.045    0.000 /usr/lib/python3.10/logging/__init__.py:955(handle)
      202    0.000    0.000    0.000    0.000 /usr/lib/python3.10/genericpath.py:121(_splitext)
      954    0.000    0.000    0.000    0.000 {built-in method builtins.hasattr}
       70    0.000    0.000    0.003    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/numpy/core/_methods.py:263(_std)
      202    0.000    0.000    0.001    0.000 /usr/lib/python3.10/posixpath.py:140(basename)
      349    0.000    0.000    0.000    0.000 {built-in method builtins.max}
       70    0.000    0.000    0.003    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/base.py:516(step_sentry)
      407    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
      140    0.000    0.000    0.000    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/prismatic_joint.py:652(get_dist_to_limits)
      202    0.000    0.000    0.001    0.000 /usr/lib/python3.10/posixpath.py:117(splitext)
      202    0.000    0.000    0.004    0.000 /usr/lib/python3.10/logging/__init__.py:1585(makeRecord)
       70    0.000    0.000    0.003    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/numpy/core/fromnumeric.py:3441(std)
       70    0.000    0.000    0.057    0.001 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/robot.py:708(_step_sentry)
       35    0.000    0.000    0.001    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/robot_monitor.py:38(step)
      840    0.000    0.000    0.000    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/dynamixel_hello_XL430.py:134(get_soft_motion_limits)
      202    0.000    0.000    0.001    0.000 /usr/lib/python3.10/logging/__init__.py:597(formatTime)
      202    0.000    0.000    0.044    0.000 /usr/lib/python3.10/logging/__init__.py:1204(emit)
      208    0.000    0.000    0.007    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
      404    0.000    0.000    0.001    0.000 /usr/lib/python3.10/logging/__init__.py:912(acquire)
      202    0.000    0.000    0.046    0.000 /usr/lib/python3.10/logging/__init__.py:1626(handle)
      404    0.000    0.000    0.000    0.000 /usr/lib/python3.10/logging/__init__.py:919(release)
      466    0.000    0.000    0.000    0.000 {built-in method builtins.min}
      404    0.000    0.000    0.000    0.000 /usr/lib/python3.10/logging/__init__.py:806(filter)
      202    0.000    0.000    0.000    0.000 /usr/lib/python3.10/threading.py:1430(current_thread)
      138    0.000    0.000    0.004    0.000 <__array_function__ internals>:177(mean)
      202    0.000    0.000    0.000    0.000 /usr/lib/python3.10/logging/__init__.py:1724(isEnabledFor)
      752    0.000    0.000    0.000    0.000 {built-in method builtins.isinstance}
       70    0.000    0.000    0.000    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/prismatic_joint.py:517(update_trajectory)
      606    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
      202    0.000    0.000    0.003    0.000 /usr/lib/python3.10/logging/__init__.py:932(format)
      202    0.000    0.000    0.000    0.000 /usr/lib/python3.10/logging/__init__.py:119(getLevelName)
     1517    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
      202    0.000    0.000    0.000    0.000 /usr/lib/python3.10/logging/__init__.py:160(<lambda>)
      202    0.000    0.000    0.000    0.000 /usr/lib/python3.10/logging/__init__.py:423(usesTime)
      202    0.000    0.000    0.000    0.000 /usr/lib/python3.10/logging/__init__.py:643(usesTime)
      202    0.000    0.000    0.001    0.000 /usr/lib/python3.10/logging/__init__.py:649(formatMessage)
      202    0.000    0.000    0.000    0.000 {built-in method posix.getpid}
      404    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
      202    0.000    0.000    0.000    0.000 /usr/lib/python3.10/logging/__init__.py:359(getMessage)
       35    0.000    0.000    0.000    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/robot_monitor.py:88(monitor_guarded_contact)
      202    0.000    0.000    0.000    0.000 /usr/lib/python3.10/posixpath.py:52(normcase)
      202    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
       70    0.000    0.000    0.005    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/wrist_pitch.py:58(step_sentry)
      202    0.000    0.000    0.001    0.000 /usr/lib/python3.10/logging/__init__.py:438(format)
       70    0.000    0.000    0.023    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/stretch_gripper.py:87(step_sentry)
      202    0.000    0.000    0.000    0.000 /usr/lib/python3.10/posixpath.py:41(_get_sep)
      416    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
       35    0.000    0.000    0.000    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/base.py:473(update_trajectory)
      202    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
       70    0.000    0.000    0.000    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/hello_utils.py:255(mark_loop_end)
      606    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
      280    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
      202    0.000    0.000    0.000    0.000 /usr/lib/python3.10/threading.py:1129(name)
       35    0.000    0.000    0.000    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/robot.py:703(_update_trajectory_non_dynamixel)
       70    0.000    0.000    0.000    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/wrist_yaw.py:35(step_sentry)
      208    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
       70    0.000    0.000    0.001    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/wrist_roll.py:58(step_sentry)
       35    0.000    0.000    0.000    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/robot_monitor.py:131(monitor_voltage)
      280    0.000    0.000    0.000    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/prismatic_joint.py:101(get_soft_motion_limits)
      404    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
      257    0.000    0.000    0.000    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/dynamixel_hello_XL430.py:433(bound_value)
      352    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
      407    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
       70    0.000    0.000    0.003    0.000 <__array_function__ internals>:177(std)
      202    0.000    0.000    0.000    0.000 /usr/lib/python3.10/multiprocessing/process.py:37(current_process)
      143    0.000    0.000    0.000    0.000 /usr/lib/python3.10/threading.py:553(is_set)
      202    0.000    0.000    0.000    0.000 /usr/lib/python3.10/multiprocessing/process.py:189(name)
