         421685 function calls in 4.112 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     6965    3.240    0.000    3.240    0.000 {built-in method time.sleep}
     2761    0.381    0.000    0.381    0.000 {method 'poll' of 'select.epoll' objects}
     2275    0.154    0.000    0.154    0.000 {method 'recv' of '_socket.socket' objects}
     1616    0.038    0.000    0.038    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/cobbs_framing.py:42(_calc_crc)
     3937    0.025    0.000    0.025    0.000 {built-in method fcntl.ioctl}
     2761    0.016    0.000    1.170    0.000 /usr/lib/python3.10/asyncio/base_events.py:1832(_run_once)
     1616    0.013    0.000    0.462    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/transport.py:467(receiveFramedData)
     2222    0.011    0.000    0.033    0.000 /usr/lib/python3.10/concurrent/futures/thread.py:161(submit)
      808    0.010    0.000    0.010    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/cobbs_framing.py:86(_decode)
      102    0.010    0.000    2.909    0.029 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/hello_utils.py:278(wait_until_ready_to_run)
     2761    0.006    0.000    0.390    0.000 /usr/lib/python3.10/selectors.py:452(select)
     8806    0.006    0.000    0.753    0.000 {method 'run' of '_contextvars.Context' objects}
     2222    0.006    0.000    0.017    0.000 /usr/lib/python3.10/asyncio/futures.py:363(_chain_future)
     8806    0.005    0.000    0.759    0.000 /usr/lib/python3.10/asyncio/events.py:78(_run)
     2222    0.005    0.000    0.522    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/transport.py:517(do_pull_transaction_v1)
     2222    0.005    0.000    0.032    0.000 /usr/lib/python3.10/asyncio/futures.py:343(_copy_future_state)
     5563    0.004    0.000    0.009    0.000 /usr/lib/python3.10/asyncio/base_events.py:772(_call_soon)
    14039    0.004    0.000    0.008    0.000 /usr/lib/python3.10/asyncio/base_futures.py:14(isfuture)
