         1207371 function calls in 11.826 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    19191    9.167    0.000    9.167    0.000 {built-in method time.sleep}
     7970    1.286    0.000    1.286    0.000 {method 'poll' of 'select.epoll' objects}
     6611    0.467    0.000    0.467    0.000 {method 'recv' of '_socket.socket' objects}
     4640    0.106    0.000    0.106    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/cobbs_framing.py:42(_calc_crc)
    11154    0.052    0.000    0.052    0.000 {built-in method fcntl.ioctl}
     7970    0.046    0.000    3.595    0.000 /usr/lib/python3.10/asyncio/base_events.py:1832(_run_once)
     4640    0.036    0.000    1.366    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/transport.py:467(receiveFramedData)
     2320    0.029    0.000    0.029    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/cobbs_framing.py:86(_decode)
      291    0.026    0.000    8.148    0.028 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/hello_utils.py:278(wait_until_ready_to_run)
     6380    0.019    0.000    0.074    0.000 /usr/lib/python3.10/concurrent/futures/thread.py:161(submit)
     7970    0.018    0.000    1.309    0.000 /usr/lib/python3.10/selectors.py:452(select)
    25338    0.017    0.000    2.207    0.000 {method 'run' of '_contextvars.Context' objects}
     6380    0.016    0.000    0.047    0.000 /usr/lib/python3.10/asyncio/futures.py:363(_chain_future)
    25338    0.015    0.000    2.222    0.000 /usr/lib/python3.10/asyncio/events.py:78(_run)
     6380    0.014    0.000    1.527    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/transport.py:517(do_pull_transaction_v1)
     6380    0.013    0.000    0.094    0.000 /usr/lib/python3.10/asyncio/futures.py:343(_copy_future_state)
    15955    0.013    0.000    0.027    0.000 /usr/lib/python3.10/asyncio/base_events.py:772(_call_soon)
     1160    0.012    0.000    0.024    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/stepper.py:1195(unpack_status)
    38297    0.012    0.000    0.018    0.000 /usr/lib/python3.10/threading.py:264(__enter__)
     6398    0.012    0.000    0.015    0.000 /usr/lib/python3.10/threading.py:236(__init__)
    40310    0.012    0.000    0.021    0.000 /usr/lib/python3.10/asyncio/base_futures.py:14(isfuture)
    38297    0.011    0.000    0.015    0.000 /usr/lib/python3.10/threading.py:267(__exit__)
     6380    0.011    0.000    0.156    0.000 /usr/lib/python3.10/asyncio/base_events.py:807(run_in_executor)
    15955    0.011    0.000    0.013    0.000 /usr/lib/python3.10/asyncio/events.py:31(__init__)
    41934    0.010    0.000    0.010    0.000 {built-in method builtins.hasattr}
    15950    0.010    0.000    0.040    0.000 /usr/lib/python3.10/asyncio/base_events.py:743(call_soon)
     6380    0.010    0.000    0.069    0.000 /usr/lib/python3.10/asyncio/futures.py:407(wrap_future)
   129441    0.008    0.000    0.008    0.000 {method 'append' of 'list' objects}
    25626    0.008    0.000    0.008    0.000 {built-in method time.time}
    11154    0.007    0.000    0.062    0.000 /usr/lib/python3/dist-packages/serial/serialposix.py:545(in_waiting)
     6380    0.007    0.000    0.014    0.000 /usr/lib/python3.10/threading.py:428(acquire)
     6380    0.007    0.000    0.015    0.000 /usr/lib/python3.10/concurrent/futures/_base.py:410(add_done_callback)
     6670    0.007    0.000    0.038    0.000 {method 'set_result' of '_asyncio.Future' objects}
     3008    0.007    0.000    0.476    0.000 /usr/lib/python3.10/asyncio/selector_events.py:112(_read_from_self)
     8120    0.007    0.000    1.582    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/transport.py:870(do_pull_rpc_async)
    36964    0.007    0.000    0.007    0.000 {built-in method _struct.unpack}
      294    0.007    0.000    0.011    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/numpy/core/_methods.py:196(_var)
     6380    0.007    0.000    0.022    0.000 /usr/lib/python3.10/concurrent/futures/_base.py:330(__init__)
     4640    0.006    0.000    0.069    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/aioserial/aioserial.py:139(write_async)
     4640    0.006    0.000    0.073    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/aioserial/aioserial.py:91(read_async)
     6380    0.006    0.000    0.006    0.000 {method 'put' of '_queue.SimpleQueue' objects}
     6380    0.006    0.000    0.012    0.000 /usr/lib/python3.10/concurrent/futures/_base.py:430(result)
