         5276625 function calls in 12.086 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    11551    8.865    0.001    8.865    0.001 {built-in method time.sleep}
   369663    0.847    0.000    0.847    0.000 {built-in method select.select}
   369123    0.394    0.000    1.583    0.000 /usr/lib/python3/dist-packages/serial/serialposix.py:553(read)
     1080    0.286    0.000    0.291    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/dynamixel_X_chain.py:246(get_val)
     1080    0.246    0.000    2.481    0.002 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/protocol2_packet_handler.py:249(rxPacket)
   367503    0.167    0.000    0.253    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/port_handler.py:100(getCurrentTime)
   369663    0.147    0.000    0.193    0.000 /usr/lib/python3/dist-packages/serial/serialutil.py:127(__init__)
   369123    0.140    0.000    1.722    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/port_handler.py:76(readPort)
      540    0.139    0.000    0.139    0.000 {built-in method termios.tcdrain}
      540    0.131    0.000    3.151    0.006 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/dynamixel_X_chain.py:236(sync_read)
   366963    0.101    0.000    0.354    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/port_handler.py:103(getTimeSinceStart)
     3291    0.100    0.000    0.100    0.000 {built-in method posix.read}
   366963    0.088    0.000    0.441    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/port_handler.py:93(isPacketTimeout)
      540    0.062    0.000    0.062    0.000 {built-in method posix.write}
   744775    0.055    0.000    0.055    0.000 {built-in method builtins.len}
   367503    0.047    0.000    0.047    0.000 {built-in method builtins.round}
   369123    0.046    0.000    0.046    0.000 {built-in method time.monotonic}
   380168    0.046    0.000    0.046    0.000 {built-in method time.time}
   370203    0.035    0.000    0.035    0.000 {method 'extend' of 'list' objects}
   372954    0.034    0.000    0.034    0.000 /usr/lib/python3/dist-packages/serial/serialutil.py:141(time_left)
      181    0.029    0.000    8.900    0.049 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/hello_utils.py:278(wait_until_ready_to_run)
     1620    0.007    0.000    0.007    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/protocol2_packet_handler.py:108(updateCRC)
      182    0.004    0.000    0.006    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/numpy/core/_methods.py:196(_var)
      540    0.003    0.000    0.084    0.000 /usr/lib/python3/dist-packages/serial/serialposix.py:612(write)
    10200    0.003    0.000    0.003    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/robotis_def.py:54(DXL_MAKEWORD)
      722    0.003    0.000    0.003    0.000 {built-in method numpy.asanyarray}
      722    0.003    0.000    0.003    0.000 {method 'reduce' of 'numpy.ufunc' objects}
     1080    0.003    0.000    0.003    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/protocol2_packet_handler.py:190(removeStuffing)
      540    0.003    0.000    0.003    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/protocol2_packet_handler.py:154(addStuffing)
      540    0.003    0.000    0.233    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/protocol2_packet_handler.py:212(txPacket)
      540    0.002    0.000    0.237    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/protocol2_packet_handler.py:710(syncReadTx)
      540    0.002    0.000    2.486    0.005 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/group_sync_read.py:90(rxPacket)
      180    0.002    0.000    3.157    0.018 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/dynamixel_X_chain.py:146(pull_status)
     1080    0.002    0.000    2.483    0.002 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/protocol2_packet_handler.py:528(readRx)
      360    0.002    0.000    0.003    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/dynamixel_hello_XL430.py:260(pull_status)
      540    0.002    0.000    0.002    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/numpy/core/_methods.py:66(_count_reduce_items)
      180    0.002    0.000    0.024    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/hello_utils.py:208(mark_loop_start)
       34    0.002    0.000    0.002    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
      358    0.002    0.000    0.008    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/numpy/core/_methods.py:163(_mean)
      540    0.002    0.000    0.241    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/group_sync_read.py:80(txPacket)
     1080    0.002    0.000    0.003    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/group_sync_read.py:130(getData)
     3831    0.001    0.000    0.002    0.000 /usr/lib/python3/dist-packages/serial/serialutil.py:137(expired)
      358    0.001    0.000    0.009    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/numpy/core/fromnumeric.py:3313(mean)
      540    0.001    0.000    0.002    0.000 /usr/lib/python3/dist-packages/serial/serialutil.py:56(to_bytes)
      180    0.001    0.000    3.184    0.018 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/perf_timer.py:54(wrapper)
        1    0.001    0.001   12.086   12.086 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/robot.py:50(run)
     1080    0.001    0.000    0.001    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/group_sync_read.py:121(isAvailable)
      540    0.001    0.000    0.001    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/group_sync_read.py:39(makeParam)
