         11394115 function calls in 16.626 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    14257   10.303    0.001   10.303    0.001 {built-in method time.sleep}
   799897    1.829    0.000    1.829    0.000 {built-in method select.select}
   799153    0.856    0.000    3.440    0.000 /usr/lib/python3/dist-packages/serial/serialposix.py:553(read)
     2976    0.539    0.000    5.389    0.002 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/protocol2_packet_handler.py:249(rxPacket)
     2976    0.386    0.000    0.396    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/dynamixel_X_chain.py:246(get_val)
   793945    0.343    0.000    0.526    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/port_handler.py:100(getCurrentTime)
   799153    0.304    0.000    3.744    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/port_handler.py:76(readPort)
   799897    0.302    0.000    0.402    0.000 /usr/lib/python3/dist-packages/serial/serialutil.py:127(__init__)
      744    0.244    0.000    0.244    0.000 {built-in method termios.tcdrain}
     9051    0.230    0.000    0.230    0.000 {built-in method posix.read}
   793201    0.227    0.000    0.752    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/port_handler.py:103(getTimeSinceStart)
   793201    0.194    0.000    0.946    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/port_handler.py:93(isPacketTimeout)
  1611819    0.120    0.000    0.120    0.000 {built-in method builtins.len}
   793945    0.102    0.000    0.102    0.000 {built-in method builtins.round}
   799153    0.100    0.000    0.100    0.000 {built-in method time.monotonic}
   810230    0.089    0.000    0.089    0.000 {built-in method time.time}
      744    0.079    0.000    6.230    0.008 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/dynamixel_X_chain.py:236(sync_read)
   802129    0.076    0.000    0.076    0.000 {method 'extend' of 'list' objects}
   808948    0.073    0.000    0.073    0.000 /usr/lib/python3/dist-packages/serial/serialutil.py:141(time_left)
      744    0.059    0.000    0.059    0.000 {built-in method posix.write}
      248    0.035    0.000   10.345    0.042 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/hello_utils.py:278(wait_until_ready_to_run)
     3720    0.015    0.000    0.015    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/protocol2_packet_handler.py:108(updateCRC)
     2976    0.007    0.000    0.009    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/protocol2_packet_handler.py:190(removeStuffing)
    26616    0.007    0.000    0.007    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/robotis_def.py:54(DXL_MAKEWORD)
      251    0.005    0.000    0.009    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/numpy/core/_methods.py:196(_var)
     2976    0.005    0.000    5.394    0.002 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/protocol2_packet_handler.py:528(readRx)
      992    0.005    0.000    0.008    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/dynamixel_hello_XL430.py:260(pull_status)
      744    0.004    0.000    5.399    0.007 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/group_sync_read.py:90(rxPacket)
      744    0.004    0.000    0.083    0.000 /usr/lib/python3/dist-packages/serial/serialposix.py:612(write)
      996    0.004    0.000    0.004    0.000 {built-in method numpy.asanyarray}
     9795    0.004    0.000    0.005    0.000 /usr/lib/python3/dist-packages/serial/serialutil.py:137(expired)
      744    0.004    0.000    0.004    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/protocol2_packet_handler.py:154(addStuffing)
      996    0.004    0.000    0.004    0.000 {method 'reduce' of 'numpy.ufunc' objects}
      744    0.004    0.000    0.341    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/protocol2_packet_handler.py:212(txPacket)
      248    0.004    0.000    6.244    0.025 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/dynamixel_X_chain.py:146(pull_status)
     2976    0.004    0.000    0.007    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/group_sync_read.py:130(getData)
      744    0.003    0.000    0.347    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/protocol2_packet_handler.py:710(syncReadTx)
      248    0.002    0.000    0.030    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/hello_utils.py:208(mark_loop_start)
