         11917500 function calls in 27.997 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    26203   20.547    0.001   20.547    0.001 {built-in method time.sleep}
   834471    1.924    0.000    1.924    0.000 {built-in method select.select}
   833220    0.945    0.000    3.614    0.000 /usr/lib/python3/dist-packages/serial/serialposix.py:553(read)
     2502    0.685    0.000    0.697    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/dynamixel_X_chain.py:246(get_val)
     2502    0.575    0.000    5.715    0.002 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/protocol2_packet_handler.py:249(rxPacket)
     1251    0.386    0.000    7.292    0.006 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/dynamixel_X_chain.py:236(sync_read)
   829467    0.377    0.000    0.581    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/port_handler.py:100(getCurrentTime)
   833220    0.332    0.000    3.946    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/port_handler.py:76(readPort)
   834471    0.329    0.000    0.435    0.000 /usr/lib/python3/dist-packages/serial/serialutil.py:127(__init__)
     1251    0.285    0.000    0.285    0.000 {built-in method termios.tcdrain}
   828216    0.238    0.000    0.816    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/port_handler.py:103(getTimeSinceStart)
   828216    0.208    0.000    1.024    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/port_handler.py:93(isPacketTimeout)
     7672    0.197    0.000    0.197    0.000 {built-in method posix.read}
  1681616    0.131    0.000    0.131    0.000 {built-in method builtins.len}
   829467    0.113    0.000    0.113    0.000 {built-in method builtins.round}
   833220    0.106    0.000    0.106    0.000 {built-in method time.monotonic}
   858261    0.105    0.000    0.105    0.000 {built-in method time.time}
     1251    0.104    0.000    0.104    0.000 {built-in method posix.write}
   835722    0.086    0.000    0.086    0.000 {method 'extend' of 'list' objects}
   842143    0.076    0.000    0.076    0.000 /usr/lib/python3/dist-packages/serial/serialutil.py:141(time_left)
      418    0.065    0.000   20.626    0.049 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/hello_utils.py:278(wait_until_ready_to_run)
     3753    0.016    0.000    0.016    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/protocol2_packet_handler.py:108(updateCRC)
      424    0.010    0.000    0.016    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/numpy/core/_methods.py:196(_var)
     1680    0.008    0.000    0.008    0.000 {built-in method numpy.asanyarray}
     1251    0.008    0.000    0.153    0.000 /usr/lib/python3/dist-packages/serial/serialposix.py:612(write)
    23630    0.007    0.000    0.007    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/robotis_def.py:54(DXL_MAKEWORD)
     1680    0.007    0.000    0.007    0.000 {method 'reduce' of 'numpy.ufunc' objects}
     2502    0.007    0.000    0.008    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/protocol2_packet_handler.py:190(removeStuffing)
     1251    0.006    0.000    0.007    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/protocol2_packet_handler.py:154(addStuffing)
     1251    0.006    0.000    0.461    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/protocol2_packet_handler.py:212(txPacket)
     1251    0.005    0.000    0.471    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/protocol2_packet_handler.py:710(syncReadTx)
     1251    0.005    0.000    5.725    0.005 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/group_sync_read.py:90(rxPacket)
      417    0.005    0.000    7.305    0.018 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/dynamixel_X_chain.py:146(pull_status)
      834    0.005    0.000    0.008    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/dynamixel_hello_XL430.py:260(pull_status)
     2502    0.004    0.000    5.719    0.002 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/protocol2_packet_handler.py:528(readRx)
     1256    0.004    0.000    0.005    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/numpy/core/_methods.py:66(_count_reduce_items)
      417    0.004    0.000    0.054    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/hello_utils.py:208(mark_loop_start)
      832    0.004    0.000    0.019    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/numpy/core/_methods.py:163(_mean)
     1251    0.004    0.000    0.479    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/group_sync_read.py:80(txPacket)
     2502    0.004    0.000    0.008    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/group_sync_read.py:130(getData)
     8923    0.004    0.000    0.004    0.000 /usr/lib/python3/dist-packages/serial/serialutil.py:137(expired)
      832    0.003    0.000    0.023    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/numpy/core/fromnumeric.py:3313(mean)
     1251    0.003    0.000    0.004    0.000 /usr/lib/python3/dist-packages/serial/serialutil.py:56(to_bytes)
        1    0.003    0.003   27.997   27.997 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/robot.py:50(run)
      417    0.003    0.000    7.367    0.018 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/perf_timer.py:54(wrapper)
     1251    0.002    0.000    0.699    0.001 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/dynamixel_X_chain.py:272(<listcomp>)
     1251    0.002    0.000    0.003    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/group_sync_read.py:39(makeParam)
    12371    0.002    0.000    0.002    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/robotis_def.py:74(DXL_HIBYTE)
     2502    0.002    0.000    0.003    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/group_sync_read.py:121(isAvailable)
     1251    0.002    0.000    6.206    0.005 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/group_sync_read.py:111(txRxPacket)
    12371    0.002    0.000    0.002    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/robotis_def.py:70(DXL_LOBYTE)
      424    0.002    0.000    0.017    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/numpy/core/_methods.py:263(_std)
     7672    0.002    0.000    0.002    0.000 {method 'extend' of 'bytearray' objects}
      417    0.002    0.000    7.364    0.018 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/robot.py:43(step)
       89    0.002    0.000    0.002    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
     1251    0.001    0.000    0.287    0.000 /usr/lib/python3/dist-packages/serial/serialposix.py:666(flush)
     1251    0.001    0.000    0.004    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/port_handler.py:85(setPacketTimeout)
      424    0.001    0.000    0.019    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/numpy/core/fromnumeric.py:3441(std)
     7286    0.001    0.000    0.001    0.000 {built-in method builtins.isinstance}
     1256    0.001    0.000    0.043    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
     1251    0.001    0.000    0.154    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/port_handler.py:82(writePort)
     2502    0.001    0.000    0.001    0.000 {built-in method _struct.unpack}
     3753    0.001    0.000    0.001    0.000 {method '__exit__' of '_thread.RLock' objects}
     7506    0.001    0.000    0.001    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/protocol2_packet_handler.py:52(getProtocolVersion)
     1251    0.001    0.000    0.288    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/port_handler.py:50(clearPort)
      834    0.001    0.000    0.002    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/dynamixel_hello_XL430.py:1225(ticks_to_world_rad)
      417    0.001    0.000    7.306    0.018 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/robot.py:671(_pull_status_head_dynamixel)
      832    0.001    0.000    0.025    0.000 <__array_function__ internals>:177(mean)
     6255    0.001    0.000    0.001    0.000 {method 'keys' of 'dict' objects}
     2364    0.001    0.000    0.001    0.000 {built-in method builtins.hasattr}
       89    0.001    0.000    0.001    0.000 /usr/lib/python3.10/logging/__init__.py:283(__init__)
      417    0.001    0.000    0.001    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/robot.py:677(_update_trajectory_head_dynamixel)
      834    0.001    0.000    0.001    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/dynamixel_hello_XL430.py:1245(ticks_to_rad)
     1668    0.001    0.000    0.001    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/hello_utils.py:33(deg_to_rad)
     2512    0.001    0.000    0.001    0.000 {built-in method builtins.issubclass}
      417    0.000    0.000    0.001    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/dynamixel_X_chain.py:138(update_trajectory)
      834    0.000    0.000    0.001    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/dynamixel_hello_XL430.py:1221(ticks_to_world_rad_per_sec)
     3334    0.000    0.000    0.000    0.000 {method 'append' of 'list' objects}
     3336    0.000    0.000    0.000    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/robotis_def.py:66(DXL_HIWORD)
     1256    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
     3336    0.000    0.000    0.000    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/robotis_def.py:62(DXL_LOWORD)
      417    0.000    0.000    0.000    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/hello_utils.py:255(mark_loop_end)
     1668    0.000    0.000    0.000    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/robotis_def.py:58(DXL_MAKEDWORD)
      424    0.000    0.000    0.020    0.000 <__array_function__ internals>:177(std)
      837    0.000    0.000    0.000    0.000 /usr/lib/python3.10/threading.py:553(is_set)
      834    0.000    0.000    0.001    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/dynamixel_hello_XL430.py:1251(ticks_to_rad_per_sec)
      632    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
      832    0.000    0.000    0.000    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/numpy/core/fromnumeric.py:3308(_mean_dispatcher)
      834    0.000    0.000    0.000    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/dynamixel_hello_XL430.py:982(update_trajectory)
      416    0.000    0.000    0.000    0.000 {built-in method builtins.min}
     1668    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
