         2835808 function calls in 27.758 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    42904   21.246    0.000   21.246    0.000 {built-in method time.sleep}
    19044    3.204    0.000    3.204    0.000 {method 'poll' of 'select.epoll' objects}
    15682    1.135    0.000    1.135    0.000 {method 'recv' of '_socket.socket' objects}
    10928    0.259    0.000    0.259    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/cobbs_framing.py:42(_calc_crc)
    19044    0.111    0.000    8.643    0.000 /usr/lib/python3.10/asyncio/base_events.py:1832(_run_once)
    24556    0.105    0.000    0.105    0.000 {built-in method fcntl.ioctl}
    10928    0.087    0.000    3.166    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/transport.py:467(receiveFramedData)
     5464    0.070    0.000    0.071    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/cobbs_framing.py:86(_decode)
      684    0.063    0.000   18.893    0.028 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/hello_utils.py:278(wait_until_ready_to_run)
    19044    0.044    0.000    3.261    0.000 /usr/lib/python3.10/selectors.py:452(select)
    15026    0.043    0.000    0.166    0.000 /usr/lib/python3.10/concurrent/futures/thread.py:161(submit)
    59769    0.042    0.000    5.191    0.000 {method 'run' of '_contextvars.Context' objects}
    15026    0.038    0.000    0.113    0.000 /usr/lib/python3.10/asyncio/futures.py:363(_chain_future)
    59769    0.036    0.000    5.227    0.000 /usr/lib/python3.10/asyncio/events.py:78(_run)
    15026    0.034    0.000    0.230    0.000 /usr/lib/python3.10/asyncio/futures.py:343(_copy_future_state)
      144    0.034    0.000    0.034    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
    15026    0.034    0.000    3.546    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/transport.py:517(do_pull_transaction_v1)
    37573    0.031    0.000    0.066    0.000 /usr/lib/python3.10/asyncio/base_events.py:772(_call_soon)
     2732    0.029    0.000    0.058    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/stepper.py:1195(unpack_status)
    90173    0.028    0.000    0.044    0.000 /usr/lib/python3.10/threading.py:264(__enter__)
    15044    0.028    0.000    0.035    0.000 /usr/lib/python3.10/threading.py:236(__init__)
    94937    0.027    0.000    0.051    0.000 /usr/lib/python3.10/asyncio/base_futures.py:14(isfuture)
    90173    0.027    0.000    0.037    0.000 /usr/lib/python3.10/threading.py:267(__exit__)
    15026    0.027    0.000    0.361    0.000 /usr/lib/python3.10/asyncio/base_events.py:807(run_in_executor)
    37573    0.026    0.000    0.030    0.000 /usr/lib/python3.10/asyncio/events.py:31(__init__)
    98806    0.025    0.000    0.025    0.000 {built-in method builtins.hasattr}
    37565    0.024    0.000    0.095    0.000 /usr/lib/python3.10/asyncio/base_events.py:743(call_soon)
    15026    0.023    0.000    0.165    0.000 /usr/lib/python3.10/asyncio/futures.py:407(wrap_future)
   304956    0.020    0.000    0.020    0.000 {method 'append' of 'list' objects}
    58073    0.019    0.000    0.019    0.000 {built-in method time.time}
    15709    0.018    0.000    0.093    0.000 {method 'set_result' of '_asyncio.Future' objects}
    24556    0.018    0.000    0.129    0.000 /usr/lib/python3/dist-packages/serial/serialposix.py:545(in_waiting)
    15026    0.018    0.000    0.036    0.000 /usr/lib/python3.10/concurrent/futures/_base.py:410(add_done_callback)
    15026    0.017    0.000    0.034    0.000 /usr/lib/python3.10/threading.py:428(acquire)
     7178    0.017    0.000    1.157    0.000 /usr/lib/python3.10/asyncio/selector_events.py:112(_read_from_self)
    85343    0.017    0.000    0.017    0.000 {built-in method _struct.unpack}
    19124    0.017    0.000    3.672    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/transport.py:870(do_pull_rpc_async)
    10928    0.016    0.000    0.163    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/aioserial/aioserial.py:139(write_async)
      695    0.016    0.000    0.026    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/numpy/core/_methods.py:196(_var)
    10928    0.015    0.000    0.171    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/aioserial/aioserial.py:91(read_async)
    15026    0.015    0.000    0.050    0.000 /usr/lib/python3.10/concurrent/futures/_base.py:330(__init__)
