         604701 function calls in 5.895 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     9784    4.608    0.000    4.608    0.000 {built-in method time.sleep}
     4021    0.579    0.000    0.579    0.000 {method 'poll' of 'select.epoll' objects}
     3310    0.234    0.000    0.234    0.000 {method 'recv' of '_socket.socket' objects}
     2320    0.057    0.000    0.057    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/cobbs_framing.py:42(_calc_crc)
     5628    0.028    0.000    0.028    0.000 {built-in method fcntl.ioctl}
     4021    0.023    0.000    1.745    0.000 /usr/lib/python3.10/asyncio/base_events.py:1832(_run_once)
     2320    0.019    0.000    0.688    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/transport.py:467(receiveFramedData)
     1160    0.015    0.000    0.015    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/cobbs_framing.py:86(_decode)
      146    0.015    0.000    4.103    0.028 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/hello_utils.py:278(wait_until_ready_to_run)
     4021    0.009    0.000    0.591    0.000 /usr/lib/python3.10/selectors.py:452(select)
     3190    0.009    0.000    0.038    0.000 /usr/lib/python3.10/concurrent/futures/thread.py:161(submit)
    12663    0.009    0.000    1.115    0.000 {method 'run' of '_contextvars.Context' objects}
     3190    0.008    0.000    0.027    0.000 /usr/lib/python3.10/asyncio/futures.py:363(_chain_future)
    12663    0.008    0.000    1.122    0.000 /usr/lib/python3.10/asyncio/events.py:78(_run)
       23    0.007    0.000    0.007    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
     3190    0.007    0.000    0.770    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/transport.py:517(do_pull_transaction_v1)
     3190    0.007    0.000    0.047    0.000 /usr/lib/python3.10/asyncio/futures.py:343(_copy_future_state)
     7981    0.006    0.000    0.013    0.000 /usr/lib/python3.10/asyncio/base_events.py:772(_call_soon)
      580    0.006    0.000    0.012    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/stepper.py:1195(unpack_status)
     3208    0.006    0.000    0.007    0.000 /usr/lib/python3.10/threading.py:236(__init__)
    19157    0.006    0.000    0.009    0.000 /usr/lib/python3.10/threading.py:264(__enter__)
    20155    0.006    0.000    0.011    0.000 /usr/lib/python3.10/asyncio/base_futures.py:14(isfuture)
    19157    0.006    0.000    0.008    0.000 /usr/lib/python3.10/threading.py:267(__exit__)
     3190    0.006    0.000    0.082    0.000 /usr/lib/python3.10/asyncio/base_events.py:807(run_in_executor)
    20949    0.005    0.000    0.005    0.000 {built-in method builtins.hasattr}
     7981    0.005    0.000    0.006    0.000 /usr/lib/python3.10/asyncio/events.py:31(__init__)
