         2509794 function calls in 6.124 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     6014    4.417    0.001    4.417    0.001 {built-in method time.sleep}
   175627    0.466    0.000    0.466    0.000 {built-in method select.select}
   175354    0.190    0.000    0.831    0.000 /usr/lib/python3/dist-packages/serial/serialposix.py:553(read)
      546    0.152    0.000    0.155    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/dynamixel_X_chain.py:246(get_val)
      546    0.119    0.000    1.261    0.002 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/protocol2_packet_handler.py:249(rxPacket)
      273    0.101    0.000    1.673    0.006 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/dynamixel_X_chain.py:236(sync_read)
      273    0.093    0.000    0.093    0.000 {built-in method termios.tcdrain}
   174535    0.076    0.000    0.117    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/port_handler.py:100(getCurrentTime)
   175354    0.068    0.000    0.899    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/port_handler.py:76(readPort)
   175627    0.066    0.000    0.088    0.000 /usr/lib/python3/dist-packages/serial/serialutil.py:127(__init__)
     1640    0.065    0.000    0.065    0.000 {built-in method posix.read}
   174262    0.048    0.000    0.165    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/port_handler.py:103(getTimeSinceStart)
   174262    0.043    0.000    0.208    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/port_handler.py:93(isPacketTimeout)
      273    0.039    0.000    0.039    0.000 {built-in method posix.write}
   353984    0.027    0.000    0.027    0.000 {built-in method builtins.len}
   174535    0.023    0.000    0.023    0.000 {built-in method builtins.round}
   175354    0.022    0.000    0.022    0.000 {built-in method time.monotonic}
   181107    0.021    0.000    0.021    0.000 {built-in method time.time}
   175900    0.017    0.000    0.017    0.000 {method 'extend' of 'list' objects}
   177267    0.016    0.000    0.016    0.000 /usr/lib/python3/dist-packages/serial/serialutil.py:141(time_left)
       92    0.015    0.000    4.435    0.048 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/hello_utils.py:278(wait_until_ready_to_run)
      819    0.004    0.000    0.004    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/protocol2_packet_handler.py:108(updateCRC)
       91    0.002    0.000    0.003    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/numpy/core/_methods.py:196(_var)
     5156    0.002    0.000    0.002    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/robotis_def.py:54(DXL_MAKEWORD)
      273    0.002    0.000    0.051    0.000 /usr/lib/python3/dist-packages/serial/serialposix.py:612(write)
      546    0.001    0.000    0.002    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/protocol2_packet_handler.py:190(removeStuffing)
      273    0.001    0.000    0.002    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/protocol2_packet_handler.py:154(addStuffing)
      362    0.001    0.000    0.001    0.000 {method 'reduce' of 'numpy.ufunc' objects}
      273    0.001    0.000    0.149    0.001 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/protocol2_packet_handler.py:212(txPacket)
      273    0.001    0.000    1.263    0.005 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/group_sync_read.py:90(rxPacket)
      273    0.001    0.000    0.152    0.001 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/protocol2_packet_handler.py:710(syncReadTx)
       91    0.001    0.000    1.676    0.018 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/dynamixel_X_chain.py:146(pull_status)
      362    0.001    0.000    0.001    0.000 {built-in method numpy.asanyarray}
      546    0.001    0.000    1.262    0.002 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/protocol2_packet_handler.py:528(readRx)
      182    0.001    0.000    0.002    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/dynamixel_hello_XL430.py:260(pull_status)
