         4158838 function calls in 6.308 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     5593    3.836    0.001    3.836    0.001 {built-in method time.sleep}
   291787    0.715    0.000    0.715    0.000 {built-in method select.select}
   291505    0.312    0.000    1.333    0.000 /usr/lib/python3/dist-packages/serial/serialposix.py:553(read)
     1128    0.194    0.000    2.040    0.002 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/protocol2_packet_handler.py:249(rxPacket)
     1128    0.184    0.000    0.188    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/dynamixel_X_chain.py:246(get_val)
   289531    0.124    0.000    0.192    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/port_handler.py:100(getCurrentTime)
     3390    0.122    0.000    0.122    0.000 {built-in method posix.read}
   291505    0.112    0.000    1.445    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/port_handler.py:76(readPort)
   291787    0.109    0.000    0.145    0.000 /usr/lib/python3/dist-packages/serial/serialutil.py:127(__init__)
      282    0.099    0.000    0.099    0.000 {built-in method termios.tcdrain}
   289249    0.080    0.000    0.272    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/port_handler.py:103(getTimeSinceStart)
   289249    0.070    0.000    0.342    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/port_handler.py:93(isPacketTimeout)
      282    0.048    0.000    2.436    0.009 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/dynamixel_X_chain.py:236(sync_read)
   588090    0.043    0.000    0.043    0.000 {built-in method builtins.len}
   289531    0.038    0.000    0.038    0.000 {built-in method builtins.round}
   291505    0.036    0.000    0.036    0.000 {built-in method time.monotonic}
   295887    0.033    0.000    0.033    0.000 {built-in method time.time}
      282    0.032    0.000    0.032    0.000 {built-in method posix.write}
   292633    0.028    0.000    0.028    0.000 {method 'extend' of 'list' objects}
   295177    0.026    0.000    0.026    0.000 /usr/lib/python3/dist-packages/serial/serialutil.py:141(time_left)
       94    0.014    0.000    3.853    0.041 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/hello_utils.py:278(wait_until_ready_to_run)
     1410    0.006    0.000    0.006    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/protocol2_packet_handler.py:108(updateCRC)
     1128    0.003    0.000    0.004    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/protocol2_packet_handler.py:190(removeStuffing)
    10088    0.003    0.000    0.003    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/robotis_def.py:54(DXL_MAKEWORD)
       94    0.002    0.000    0.003    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/numpy/core/_methods.py:196(_var)
     1128    0.002    0.000    2.042    0.002 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/protocol2_packet_handler.py:528(readRx)
      282    0.002    0.000    2.044    0.007 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/group_sync_read.py:90(rxPacket)
      376    0.002    0.000    0.003    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/dynamixel_hello_XL430.py:260(pull_status)
      282    0.002    0.000    0.046    0.000 /usr/lib/python3/dist-packages/serial/serialposix.py:612(write)
       94    0.002    0.000    2.442    0.026 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/dynamixel_X_chain.py:146(pull_status)
      282    0.002    0.000    0.002    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/protocol2_packet_handler.py:154(addStuffing)
      374    0.002    0.000    0.002    0.000 {method 'reduce' of 'numpy.ufunc' objects}
     3672    0.001    0.000    0.002    0.000 /usr/lib/python3/dist-packages/serial/serialutil.py:137(expired)
      282    0.001    0.000    0.150    0.001 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/protocol2_packet_handler.py:212(txPacket)
     1128    0.001    0.000    0.003    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/group_sync_read.py:130(getData)
      282    0.001    0.000    0.153    0.001 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/protocol2_packet_handler.py:710(syncReadTx)
      374    0.001    0.000    0.001    0.000 {built-in method numpy.asanyarray}
      280    0.001    0.000    0.001    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/numpy/core/_methods.py:66(_count_reduce_items)
      186    0.001    0.000    0.004    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/numpy/core/_methods.py:163(_mean)
      282    0.001    0.000    0.189    0.001 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/dynamixel_X_chain.py:272(<listcomp>)
       94    0.001    0.000    0.011    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/hello_utils.py:208(mark_loop_start)
      282    0.001    0.000    0.155    0.001 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/group_sync_read.py:80(txPacket)
      282    0.001    0.000    0.001    0.000 /usr/lib/python3/dist-packages/serial/serialutil.py:56(to_bytes)
     1128    0.001    0.000    0.001    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/group_sync_read.py:121(isAvailable)
      186    0.001    0.000    0.005    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/numpy/core/fromnumeric.py:3313(mean)
     4166    0.001    0.000    0.001    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/robotis_def.py:74(DXL_HIBYTE)
       94    0.001    0.000    2.455    0.026 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/perf_timer.py:54(wrapper)
     3390    0.001    0.000    0.001    0.000 {method 'extend' of 'bytearray' objects}
      282    0.001    0.000    0.001    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/group_sync_read.py:39(makeParam)
     4166    0.001    0.000    0.001    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/robotis_def.py:70(DXL_LOBYTE)
        1    0.001    0.001    6.308    6.308 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/robot.py:79(run)
      282    0.000    0.000    2.199    0.008 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/group_sync_read.py:111(txRxPacket)
      282    0.000    0.000    0.099    0.000 /usr/lib/python3/dist-packages/serial/serialposix.py:666(flush)
     1128    0.000    0.000    0.000    0.000 {built-in method _struct.unpack}
       94    0.000    0.000    0.004    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/numpy/core/_methods.py:263(_std)
      282    0.000    0.000    0.001    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/port_handler.py:85(setPacketTimeout)
      376    0.000    0.000    0.001    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/dynamixel_hello_XL430.py:1225(ticks_to_world_rad)
