         52156 function calls in 6.541 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     8095    6.395    0.001    6.395    0.001 {built-in method time.sleep}
      283    0.072    0.000    0.072    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
       98    0.024    0.000    6.424    0.066 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/hello_utils.py:278(wait_until_ready_to_run)
     9060    0.005    0.000    0.005    0.000 {built-in method time.time}
      283    0.003    0.000    0.006    0.000 /usr/lib/python3.10/logging/__init__.py:283(__init__)
       97    0.003    0.000    0.004    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/numpy/core/_methods.py:196(_var)
      582    0.002    0.000    0.055    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/dynamixel_hello_XL430.py:486(step_sentry)
      386    0.002    0.000    0.002    0.000 {method 'reduce' of 'numpy.ufunc' objects}
      386    0.002    0.000    0.002    0.000 {built-in method numpy.asanyarray}
      289    0.001    0.000    0.001    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/numpy/core/_methods.py:66(_count_reduce_items)
      192    0.001    0.000    0.005    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/numpy/core/_methods.py:163(_mean)
       97    0.001    0.000    0.016    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/hello_utils.py:208(mark_loop_start)
      388    0.001    0.000    0.001    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/stepper.py:290(step_sentry)
      192    0.001    0.000    0.006    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/numpy/core/fromnumeric.py:3313(mean)
      582    0.001    0.000    0.001    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/dynamixel_hello_XL430.py:539(get_dist_to_limits)
      283    0.001    0.000    0.002    0.000 /usr/lib/python3.10/logging/__init__.py:1549(findCaller)
      393    0.001    0.000    0.001    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/dynamixel_hello_XL430.py:522(_update_safety_vel_brake_zone)
      283    0.001    0.000    0.001    0.000 /usr/lib/python3.10/logging/__init__.py:431(_format)
      283    0.001    0.000    0.001    0.000 {built-in method time.localtime}
      283    0.001    0.000    0.080    0.000 /usr/lib/python3.10/logging/__init__.py:1680(callHandlers)
      283    0.001    0.000    0.004    0.000 /usr/lib/python3.10/logging/__init__.py:665(format)
      283    0.001    0.000    0.090    0.000 /usr/lib/python3.10/logging/__init__.py:1455(debug)
      194    0.001    0.000    0.056    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/dynamixel_X_chain.py:276(step_sentry)
      283    0.001    0.000    0.001    0.000 {built-in method time.strftime}
       97    0.001    0.000    0.116    0.001 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/perf_timer.py:54(wrapper)
       97    0.001    0.000    0.115    0.001 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/robot.py:157(step)
      283    0.001    0.000    0.089    0.000 /usr/lib/python3.10/logging/__init__.py:1600(_log)
       48    0.001    0.000    0.001    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/robot_monitor.py:101(monitor_dynamixel_flags)
      194    0.001    0.000    0.039    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/prismatic_joint.py:621(step_sentry)
      194    0.001    0.000    0.001    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/prismatic_joint.py:635(_update_safety_vel_brake_zone)
      283    0.001    0.000    0.073    0.000 /usr/lib/python3.10/logging/__init__.py:1077(flush)
        1    0.001    0.001    6.541    6.541 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/robot.py:176(run)
      283    0.001    0.000    0.078    0.000 /usr/lib/python3.10/logging/__init__.py:1088(emit)
       97    0.000    0.000    0.002    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/base.py:516(step_sentry)
      283    0.000    0.000    0.001    0.000 /usr/lib/python3.10/genericpath.py:121(_splitext)
      283    0.000    0.000    0.079    0.000 /usr/lib/python3.10/logging/__init__.py:955(handle)
       97    0.000    0.000    0.004    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/numpy/core/_methods.py:263(_std)
